,company,dpst,trantype,orderno,positionno,invoice,custcode,item,rate1,rate2,ed_amount,amth1,txah1,foreign_currency_amount,unitprice,deliveryqty,sales_amount,saleordertype,stoa,taxcode,orderdate,deladdress,salesrepcode,salesrep,lobcode,lineofbusiness
85,600,90040,613,603001736,10,17002286,CU1S01738,S12102,1,1.00E-06,14400,80000,14400,80000,80000,1,80000,611,ADD059639,GSTAG18,10-07-2017 03:25,"BHERAV MATA MANDIRNEAR TOLL NAKA, MAIN ROADSHAHPURA (M.P.) - 483119",200085,BASKARAN K,A01,4W Maruti
86,600,90040,613,603001869,30,17002424,CU1C00001,S12001,1,1.00E-06,14414.4,80080,14414.4,80080,80080,1,80080,611,PLC000290,GSTAG18,17-07-2017 09:08,OPP.ALL INDIA RADIO STATIONBANDAR ROADVIJAYAWADA,200085,BASKARAN K,L01,Other Industry
87,600,90040,613,603001869,30,17002424,CU1C00001,S12001,1,1.00E-06,14414.4,80080,14414.4,80080,80080,1,80080,611,PLC000290,GSTAG18,17-07-2017 09:08,OPP.ALL INDIA RADIO STATIONBANDAR ROADVIJAYAWADA,200085,BASKARAN K,L01,Other Industry
88,600,90042,613,603001930,70,17002437,CU1S00003,460338140,1,1.00E-06,23400,130000,23400,130000,130000,1,130000,611,DA1066071,GSTAG18,19-07-2017 04:03,"79,SEVOKE ROAD,BELOW U B I SEVOKEROAD BRANCHSILIGURI-734 001 WB",200085,BASKARAN K,502,DEALERS
89,600,90042,613,603001930,70,17002437,CU1S00003,460338140,1,1.00E-06,23400,130000,23400,130000,130000,1,130000,611,DA1066071,GSTAG18,19-07-2017 04:03,"79,SEVOKE ROAD,BELOW U B I SEVOKEROAD BRANCHSILIGURI-734 001 WB",200085,BASKARAN K,502,DEALERS
90,600,90040,613,603001884,10,17002682,CU1C00001,X130025,1,1.00E-06,5723.2,20440,5723.2,20440,10220,2,20440,611,PLC000290,GSTAG19,17-07-2017 09:09,OPP.ALL INDIA RADIO STATIONBANDAR ROADVIJAYAWADA,200085,BASKARAN K,L01,Other Industry
91,600,90040,613,603001884,10,17002682,CU1C00001,X130025,1,1.00E-06,5723.2,20440,5723.2,20440,10220,2,20440,611,PLC000290,GSTAG19,17-07-2017 09:09,OPP.ALL INDIA RADIO STATIONBANDAR ROADVIJAYAWADA,200085,BASKARAN K,L01,Other Industry
92,600,90040,613,603002128,10,17002659,CU1A01366,S25005,1,1.00E-06,22500,125000,22500,125000,125000,1,125000,611,ADD002130,GSTAG18,27-07-2017 01:43,NH-5 RUDRAPURBHUBANESWAR - 752 101 ,200085,BASKARAN K,1,MANUFACTURER(GENERAL)
93,600,90040,613,603002128,10,17002659,CU1A01366,S25005,1,1.00E-06,22500,125000,22500,125000,125000,1,125000,611,ADD002130,GSTAG18,27-07-2017 01:43,NH-5 RUDRAPURBHUBANESWAR - 752 101 ,200085,BASKARAN K,1,MANUFACTURER(GENERAL)
94,600,90050,613,603002106,10,17002606,CU1S02416,3603IHP00,1,1.00E-06,14618.88,81216,14618.88,81216,8121.6,10,81216,611,DLC065564,GSTAG18,26-07-2017 08:11," NO:156 1ST FLOOR, MPM LANEBANGALORE",200085,BASKARAN K,502,DEALERS
95,600,90050,613,603002106,10,17002606,CU1S02416,3603IHP00,1,1.00E-06,14618.88,81216,14618.88,81216,8121.6,10,81216,611,DLC065564,GSTAG18,26-07-2017 08:11," NO:156 1ST FLOOR, MPM LANEBANGALORE",200085,BASKARAN K,502,DEALERS
