,company,dpst,trantype,orderno,positionno,invoice,custcode,item,rate1,rate2,ed_amount,amth1,txah1,foreign_currency_amount,unitprice,deliveryqty,sales_amount,saleordertype,stoa,taxcode,orderdate,deladdress,salesrepcode,salesrep,lobcode,lineofbusiness
274,600,90042,613,603003165,10,17004058,CU1A03865,1199PP002,1,1.00E-06,7303.86,40577,7303.86,40577,40577,1,40577,611,ADD042489,GSTAG18,11-09-2017 08:30,"5/2, DELHI ROAD EAST,OPP. NEW MANDI SAMITI,MEERUT - 250 002 UP",200085,BASKARAN K,L01,Other Industry
275,600,90042,613,603003165,10,17004058,CU1A03865,1199PP002,1,1.00E-06,7303.86,40577,7303.86,40577,40577,1,40577,611,ADD042489,GSTAG18,11-09-2017 08:30,"5/2, DELHI ROAD EAST,OPP. NEW MANDI SAMITI,MEERUT - 250 002 UP",200085,BASKARAN K,L01,Other Industry
276,600,90042,613,603003092,40,17004221,CU1S07084,FRT,1,1.00E-06,630,3500,630,3500,3500,1,3500,611,ADD032224,GSTAG18,05-09-2017 14:16,"898/3, HATESINGH GOYAL MARGMATAJI TEKRI ROADDEWAS (M.P.) - 455001",200085,BASKARAN K,A04,4W Telco
277,600,90042,613,603003092,40,17004221,CU1S07084,FRT,1,1.00E-06,630,3500,630,3500,3500,1,3500,611,ADD032224,GSTAG18,05-09-2017 14:16,"898/3, HATESINGH GOYAL MARGMATAJI TEKRI ROADDEWAS (M.P.) - 455001",200085,BASKARAN K,A04,4W Telco
278,600,90040,613,603003057,10,17004223,CU1D01413,Z11013,1,1.00E-06,6750,37500,6750,37500,37500,1,37500,611,ADD060249,GSTAG18,05-09-2017 06:16,"7-97-28,NH-7,KALLURKURNOOL-518003 ",200085,BASKARAN K,B02,2W Hero Motocorp
279,600,90040,613,603003057,10,17004223,CU1D01413,Z11013,1,1.00E-06,6750,37500,6750,37500,37500,1,37500,611,ADD060249,GSTAG18,05-09-2017 06:16,"7-97-28,NH-7,KALLURKURNOOL-518003 ",200085,BASKARAN K,B02,2W Hero Motocorp
280,600,90040,613,603002972,10,17004022,CU1A00704,Z11013,1,1.00E-06,6750,37500,6750,37500,37500,1,37500,611,ADD000156,GSTAG18,30-08-2017 12:16,"KHASRA 193/1,WARD-15ALIRAJPUR ROADKUKSHI, DIST:DHAR",200085,BASKARAN K,B02,2W Hero Motocorp
281,600,90040,613,603002972,10,17004022,CU1A00704,Z11013,1,1.00E-06,6750,37500,6750,37500,37500,1,37500,611,ADD000156,GSTAG18,30-08-2017 12:16,"KHASRA 193/1,WARD-15ALIRAJPUR ROADKUKSHI, DIST:DHAR",200085,BASKARAN K,B02,2W Hero Motocorp
282,600,90042,613,603002788,20,17004032,CU1F00451,4899ZH004,1,1.00E-06,14094.9,78305,14094.9,78305,78305,1,78305,611,ADD035486,GSTAG18,23-08-2017 04:16,"PLOT NO 2514,NH-5TELEGAPENTHACUTTACK-754001",200085,BASKARAN K,A02,4W Toyota
283,600,90042,613,603002788,20,17004032,CU1F00451,4899ZH004,1,1.00E-06,14094.9,78305,14094.9,78305,78305,1,78305,611,ADD035486,GSTAG18,23-08-2017 04:16,"PLOT NO 2514,NH-5TELEGAPENTHACUTTACK-754001",200085,BASKARAN K,A02,4W Toyota
284,600,90042,613,603003145,40,17004079,CU1A00704,200320440,1,1.00E-06,10638,59100,10638,59100,59100,1,59100,611,DLC054753,GSTAG18,08-09-2017 10:30,"KARMETA, JABALPURJABALPURM.P. - 482 002",200085,BASKARAN K,A23,4W - RENAULT
285,600,90042,613,603003145,40,17004079,CU1A00704,200320440,1,1.00E-06,10638,59100,10638,59100,59100,1,59100,611,DLC054753,GSTAG18,08-09-2017 10:30,"KARMETA, JABALPURJABALPURM.P. - 482 002",200085,BASKARAN K,A23,4W - RENAULT
286,600,90040,613,603003233,10,17004082,CU1A04140,S25004,1,1.00E-06,15300,85000,15300,85000,85000,1,85000,611,ADD060343,GSTAG18,13-09-2017 04:56,"TANNIRHALLA, B.M.ROADHASSAN - 573201 ",200085,BASKARAN K,A10,4W GM
287,600,90040,613,603003233,10,17004082,CU1A04140,S25004,1,1.00E-06,15300,85000,15300,85000,85000,1,85000,611,ADD060343,GSTAG18,13-09-2017 04:56,"TANNIRHALLA, B.M.ROADHASSAN - 573201 ",200085,BASKARAN K,A10,4W GM
288,600,90040,613,603002980,30,17004165,CU1S09770,Z20001,1,1.00E-06,80640,448000,80640,448000,64000,7,448000,611,ADD060195,GSTAG18,31-08-2017 04:15,"PLOT NO.66, SK-1 COMPOUNDNEAR DHANIYA GODOWNDEWAS NAKA, INDORE (M.P.) - 452010",200085,BASKARAN K,A05,4W M & M
289,600,90040,613,603002980,30,17004165,CU1S09770,Z20001,1,1.00E-06,80640,448000,80640,448000,64000,7,448000,611,ADD060195,GSTAG18,31-08-2017 04:15,"PLOT NO.66, SK-1 COMPOUNDNEAR DHANIYA GODOWNDEWAS NAKA, INDORE (M.P.) - 452010",200085,BASKARAN K,A05,4W M & M
290,600,90050,613,603003602,20,17004489,CU1A02409,3603EBS00,1,1.00E-06,5536.58,30758.82,5536.58,30758.82,10252.94,3,30758.82,611,ADD029495,GSTAG14,25-09-2017 12:31,"No.576A, NVN LAYOUT, CROSS CUTNEAR NORTH COIMBATORE FLYOVERGANDHIPURAM,COIMBATORE -641012",200085,BASKARAN K,L01,Other Industry
291,600,90050,613,603003602,20,17004489,CU1A02409,3603EBS00,1,1.00E-06,5536.58,30758.82,5536.58,30758.82,10252.94,3,30758.82,611,ADD029495,GSTAG14,25-09-2017 12:31,"No.576A, NVN LAYOUT, CROSS CUTNEAR NORTH COIMBATORE FLYOVERGANDHIPURAM,COIMBATORE -641012",200085,BASKARAN K,L01,Other Industry
292,600,90040,613,603003150,30,17004455,CU1A00704,FRT,1,1.00E-06,3060,17000,3060,17000,17000,1,17000,611,ADD060300,GSTAG18,08-09-2017 12:30,"BY PASS ROAD, NH- 78, BURHAR ROADNEAR OLD TATA WORKSHOPSHAHDOL (M.P.) - 484 001",200085,BASKARAN K,A23,4W - RENAULT
293,600,90040,613,603003150,30,17004455,CU1A00704,FRT,1,1.00E-06,3060,17000,3060,17000,17000,1,17000,611,ADD060300,GSTAG18,08-09-2017 12:30,"BY PASS ROAD, NH- 78, BURHAR ROADNEAR OLD TATA WORKSHOPSHAHDOL (M.P.) - 484 001",200085,BASKARAN K,A23,4W - RENAULT
294,600,90050,613,603003511,10,17004401,CU1G01750,3603IUS00,1,1.00E-06,23973.3,133185,23973.3,133185,44395,3,133185,611,ADD038173,GSTAG18,21-09-2017 04:31,"TELEPHONE EXCHANGE ROADNEAR PURANA BAZAR,PANI TANKIDHANBAD - 826001-JH",200085,BASKARAN K,J07,Mines Others
295,600,90050,613,603003511,10,17004401,CU1G01750,3603IUS00,1,1.00E-06,23973.3,133185,23973.3,133185,44395,3,133185,611,ADD038173,GSTAG18,21-09-2017 04:31,"TELEPHONE EXCHANGE ROADNEAR PURANA BAZAR,PANI TANKIDHANBAD - 826001-JH",200085,BASKARAN K,J07,Mines Others
296,600,90042,613,603003302,20,17004278,CU1H01284,900300010,1,1.00E-06,1260,7000,1260,7000,7000,1,7000,611,ADD060373,GSTAG18,14-09-2017 14:31,"(UNIT OF M/S HERITAGE LANDMARKS AUTOWORLD PVT LTD)KAMRE ASHRAM, PO- KAMRERATU ROAD, RANCHI-835222",200085,BASKARAN K,A02,4W Toyota
297,600,90042,613,603003302,20,17004278,CU1H01284,900300010,1,1.00E-06,1260,7000,1260,7000,7000,1,7000,611,ADD060373,GSTAG18,14-09-2017 14:31,"(UNIT OF M/S HERITAGE LANDMARKS AUTOWORLD PVT LTD)KAMRE ASHRAM, PO- KAMRERATU ROAD, RANCHI-835222",200085,BASKARAN K,A02,4W Toyota
298,600,90040,613,603003341,20,17004281,CU1J00730,FRT,1,1.00E-06,900,5000,900,5000,5000,1,5000,611,ADD060392,GSTAG18,15-09-2017 14:30,"GURUKRIPA CAR DECORE, OLD AB ROADNEAR PRABHAT BREAD FACTORYBIAORA,DIST.:- RAJGARH (M.P.) - 465674",200085,BASKARAN K,C08,TYRE General
299,600,90040,613,603003341,20,17004281,CU1J00730,FRT,1,1.00E-06,900,5000,900,5000,5000,1,5000,611,ADD060392,GSTAG18,15-09-2017 14:30,"GURUKRIPA CAR DECORE, OLD AB ROADNEAR PRABHAT BREAD FACTORYBIAORA,DIST.:- RAJGARH (M.P.) - 465674",200085,BASKARAN K,C08,TYRE General
300,600,90040,613,603003522,20,17004414,CU1A00002,Z15038,1,1.00E-06,3827.16,21262,3827.16,21262,21262,1,21262,611,DA1000861,GSTAG18,21-09-2017 06:11,"7-B,GOPALA TOWER25 RAJENDRA PLACENEW DELHI - 110 008",200085,BASKARAN K,L01,Other Industry
301,600,90040,613,603003522,20,17004414,CU1A00002,Z15038,1,1.00E-06,3827.16,21262,3827.16,21262,21262,1,21262,611,DA1000861,GSTAG18,21-09-2017 06:11,"7-B,GOPALA TOWER25 RAJENDRA PLACENEW DELHI - 110 008",200085,BASKARAN K,L01,Other Industry
302,600,90040,613,603003174,20,17004261,CU1S08424,FRT,1,1.00E-06,630,3500,630,3500,3500,1,3500,611,ADD060317,GSTAG14,11-09-2017 10:30,"NO-4,200FT,INNER RING ROADKOLATHURCHENNAI-600099",200085,BASKARAN K,E06,OIL - Others
303,600,90040,613,603003174,20,17004261,CU1S08424,FRT,1,1.00E-06,630,3500,630,3500,3500,1,3500,611,ADD060317,GSTAG14,11-09-2017 10:30,"NO-4,200FT,INNER RING ROADKOLATHURCHENNAI-600099",200085,BASKARAN K,E06,OIL - Others
304,600,90040,613,603002829,10,17004267,CU1S02416,S12102,1,1.00E-06,13680,76000,13680,76000,76000,1,76000,611,DLC073068,GSTAG18,23-08-2017 14:16,KODIGEHALLI MAIN ROADTATA NAGARBANGALORE - 560 092,200085,BASKARAN K,A13,4W Unorganised/General
305,600,90040,613,603002829,10,17004267,CU1S02416,S12102,1,1.00E-06,13680,76000,13680,76000,76000,1,76000,611,DLC073068,GSTAG18,23-08-2017 14:16,KODIGEHALLI MAIN ROADTATA NAGARBANGALORE - 560 092,200085,BASKARAN K,A13,4W Unorganised/General
306,600,90040,613,603003229,10,17004344,CU1J00001,S25004,1,1.00E-06,18540,103000,18540,103000,103000,1,103000,611,DLC061138,GSTAG18,13-09-2017 04:49,"P 41 PRINCEEP STREETIST FLOOR,ROOM NO:123 & 115CALCUTTA-700072",200085,BASKARAN K,A24,4W - MFC
307,600,90040,613,603003229,10,17004344,CU1J00001,S25004,1,1.00E-06,18540,103000,18540,103000,103000,1,103000,611,DLC061138,GSTAG18,13-09-2017 04:49,"P 41 PRINCEEP STREETIST FLOOR,ROOM NO:123 & 115CALCUTTA-700072",200085,BASKARAN K,A24,4W - MFC
308,600,90042,613,603003225,70,17004345,CU1J00001,900300010,1,1.00E-06,1260,7000,1260,7000,7000,1,7000,611,DLC061138,GSTAG18,13-09-2017 04:49,"P 41 PRINCEEP STREETIST FLOOR,ROOM NO:123 & 115CALCUTTA-700072",200085,BASKARAN K,A24,4W - MFC
309,600,90042,613,603003225,70,17004345,CU1J00001,900300010,1,1.00E-06,1260,7000,1260,7000,7000,1,7000,611,DLC061138,GSTAG18,13-09-2017 04:49,"P 41 PRINCEEP STREETIST FLOOR,ROOM NO:123 & 115CALCUTTA-700072",200085,BASKARAN K,A24,4W - MFC
310,600,90040,613,603003240,20,17004463,CU1A00704,S12073,1,1.00E-06,42750,237500,42750,237500,237500,1,237500,611,ADD060338,GSTAG18,13-09-2017 04:56,"WARD-32, NEAR NEW PANNA NAKACHHATARPUR (M.P.) - 471 405 ",200085,BASKARAN K,A23,4W - RENAULT
311,600,90040,613,603003240,20,17004463,CU1A00704,S12073,1,1.00E-06,42750,237500,42750,237500,237500,1,237500,611,ADD060338,GSTAG18,13-09-2017 04:56,"WARD-32, NEAR NEW PANNA NAKACHHATARPUR (M.P.) - 471 405 ",200085,BASKARAN K,A23,4W - RENAULT
312,600,90040,613,603002287,10,17004300,CU1S00003,S12102,1,1.00E-06,12843.9,71355,12843.9,71355,71355,1,71355,611,DLC066071,GSTAG18,02-08-2017 09:27,"79, SEVOKE ROADBELOW U.B.I SEVOKE ROAD BRANCHSILIGURI - 734001",200085,BASKARAN K,502,DEALERS
313,600,90040,613,603002287,10,17004300,CU1S00003,S12102,1,1.00E-06,12843.9,71355,12843.9,71355,71355,1,71355,611,DLC066071,GSTAG18,02-08-2017 09:27,"79, SEVOKE ROADBELOW U.B.I SEVOKE ROAD BRANCHSILIGURI - 734001",200085,BASKARAN K,502,DEALERS
314,600,90040,613,603003156,10,17004303,CU1S00003,S46024,1,1.00E-06,31500,175000,31500,175000,175000,1,175000,611,DLC066071,GSTAG18,08-09-2017 12:31,"79, SEVOKE ROADBELOW U.B.I SEVOKE ROAD BRANCHSILIGURI - 734001",200085,BASKARAN K,A08,4W Hyundai
315,600,90040,613,603003156,10,17004303,CU1S00003,S46024,1,1.00E-06,31500,175000,31500,175000,175000,1,175000,611,DLC066071,GSTAG18,08-09-2017 12:31,"79, SEVOKE ROADBELOW U.B.I SEVOKE ROAD BRANCHSILIGURI - 734001",200085,BASKARAN K,A08,4W Hyundai
316,600,90042,613,603003106,10,17004305,CU1S09772,460346880,1,1.00E-06,27000,150000,27000,150000,150000,1,150000,611,ADD060253,GSTAG14,06-09-2017 08:15,"68/7 PLOT NO.10, V.M.V COPLEXTPM COLONY,THENI MAIN ROAD,MADURAI",200085,BASKARAN K,A06,4W Skoda
317,600,90042,613,603003106,10,17004305,CU1S09772,460346880,1,1.00E-06,27000,150000,27000,150000,150000,1,150000,611,ADD060253,GSTAG14,06-09-2017 08:15,"68/7 PLOT NO.10, V.M.V COPLEXTPM COLONY,THENI MAIN ROAD,MADURAI",200085,BASKARAN K,A06,4W Skoda
318,600,90040,613,603003098,10,17004307,CU1S09772,S12102,1,1.00E-06,112320,624000,112320,624000,78000,8,624000,611,ADD060253,GSTAG14,06-09-2017 08:15,"68/7 PLOT NO.10, V.M.V COPLEXTPM COLONY,THENI MAIN ROAD,MADURAI",200085,BASKARAN K,A06,4W Skoda
319,600,90040,613,603003098,10,17004307,CU1S09772,S12102,1,1.00E-06,112320,624000,112320,624000,78000,8,624000,611,ADD060253,GSTAG14,06-09-2017 08:15,"68/7 PLOT NO.10, V.M.V COPLEXTPM COLONY,THENI MAIN ROAD,MADURAI",200085,BASKARAN K,A06,4W Skoda
320,600,90040,613,603003098,60,17004308,CU1S09772,S46024,1,1.00E-06,32400,180000,32400,180000,180000,1,180000,611,ADD060253,GSTAG14,06-09-2017 08:15,"68/7 PLOT NO.10, V.M.V COPLEXTPM COLONY,THENI MAIN ROAD,MADURAI",200085,BASKARAN K,A06,4W Skoda
321,600,90040,613,603003098,60,17004308,CU1S09772,S46024,1,1.00E-06,32400,180000,32400,180000,180000,1,180000,611,ADD060253,GSTAG14,06-09-2017 08:15,"68/7 PLOT NO.10, V.M.V COPLEXTPM COLONY,THENI MAIN ROAD,MADURAI",200085,BASKARAN K,A06,4W Skoda
322,600,90042,613,603003416,30,17004340,CU1D00924,3603ODV00,1,1.00E-06,2300.4,12780,2300.4,12780,6390,2,12780,611,ADD060400,GSTAG18,18-09-2017 14:31,"SY1/159, OPP:SAKSHI PUBLICATIONS.ANANTAPURAM -515801 ",200085,BASKARAN K,A04,4W Telco
323,600,90042,613,603003416,30,17004340,CU1D00924,3603ODV00,1,1.00E-06,2300.4,12780,2300.4,12780,6390,2,12780,611,ADD060400,GSTAG18,18-09-2017 14:31,"SY1/159, OPP:SAKSHI PUBLICATIONS.ANANTAPURAM -515801 ",200085,BASKARAN K,A04,4W Telco
324,600,90042,613,603002906,20,17004356,CU1H00919,3899YS009,1,1.00E-06,5805,32250,5805,32250,32250,1,32250,611,PLC006667,GSTAG18,28-08-2017 12:15,"No:12,AJANTA ELORA COMPLEXOPP.GALAXY CINEMA,N.H-8NARODA, AHMEDABAD - 382 330",200085,BASKARAN K,C08,TYRE General
325,600,90042,613,603002906,20,17004356,CU1H00919,3899YS009,1,1.00E-06,5805,32250,5805,32250,32250,1,32250,611,PLC006667,GSTAG18,28-08-2017 12:15,"No:12,AJANTA ELORA COMPLEXOPP.GALAXY CINEMA,N.H-8NARODA, AHMEDABAD - 382 330",200085,BASKARAN K,C08,TYRE General
326,600,90042,613,603003533,30,17004398,CU1A02900,3899YS009,1,1.00E-06,8100,45000,8100,45000,45000,1,45000,611,ADD060444,GSTAG14,21-09-2017 12:30,"P.NO.54,55,ASHOK NAGAR,C COLONYTRIVANDRAM ROAD,KOKKATIKULAMTAKKAMMAL PURAM,PALAYAMKOTTAI,TIRUNELVELI",200085,BASKARAN K,A01,4W Maruti
327,600,90042,613,603003533,30,17004398,CU1A02900,3899YS009,1,1.00E-06,8100,45000,8100,45000,45000,1,45000,611,ADD060444,GSTAG14,21-09-2017 12:30,"P.NO.54,55,ASHOK NAGAR,C COLONYTRIVANDRAM ROAD,KOKKATIKULAMTAKKAMMAL PURAM,PALAYAMKOTTAI,TIRUNELVELI",200085,BASKARAN K,A01,4W Maruti
328,600,90042,613,603003403,110,17004405,CU1V01749,110463070,1,1.00E-06,9000,50000,9000,50000,50000,1,50000,611,ADD060402,GSTAG18,18-09-2017 14:31,"R.S.NO.33/3A, DOOR NO.1-4-2081-4-208/1,RTC WORK SHOP ROADBHAVANIPURAM,VIJAYAWADA-520012",200085,BASKARAN K,A01,4W Maruti
329,600,90042,613,603003403,110,17004405,CU1V01749,110463070,1,1.00E-06,9000,50000,9000,50000,50000,1,50000,611,ADD060402,GSTAG18,18-09-2017 14:31,"R.S.NO.33/3A, DOOR NO.1-4-2081-4-208/1,RTC WORK SHOP ROADBHAVANIPURAM,VIJAYAWADA-520012",200085,BASKARAN K,A01,4W Maruti
330,600,90042,613,603002683,60,17004481,CU1L00981,1699EL007,1,1.00E-06,10582.6,37795,10582.6,37795,37795,1,37795,611,ADD060042,GSTAG19,21-08-2017 08:15,"GATHILA KHERA CHITTORGARH ROAD            ""BHILWARA - 311001, RAJASTHAN ",200085,BASKARAN K,A24,4W - MFC
331,600,90042,613,603002683,60,17004481,CU1L00981,1699EL007,1,1.00E-06,10582.6,37795,10582.6,37795,37795,1,37795,611,ADD060042,GSTAG19,21-08-2017 08:15,"GATHILA KHERA CHITTORGARH ROAD            ""BHILWARA - 311001, RAJASTHAN ",200085,BASKARAN K,A24,4W - MFC
332,600,90040,613,603003588,20,17004557,CU1J00730,FRT,1,1.00E-06,3600,20000,3600,20000,20000,1,20000,611,ADD060033,GSTAG18,25-09-2017 08:31,"INDRANI KRISHI FARM HOUSENEAR RTO OFFICE, MAHOBA ROADCHATTARPUR - 471001",200085,BASKARAN K,A01,4W Maruti
333,600,90040,613,603003588,20,17004557,CU1J00730,FRT,1,1.00E-06,3600,20000,3600,20000,20000,1,20000,611,ADD060033,GSTAG18,25-09-2017 08:31,"INDRANI KRISHI FARM HOUSENEAR RTO OFFICE, MAHOBA ROADCHATTARPUR - 471001",200085,BASKARAN K,A01,4W Maruti
334,600,90050,613,603002938,20,17004716,CU1K02726,3664MM121,1,1.00E-06,1800,10000,1800,10000,2500,4,10000,611,ADD060161,GSTAG18,30-08-2017 06:16,"GANGAPUR,RAJASTHAN - 311 801  ",200085,BASKARAN K,C08,TYRE General
335,600,90050,613,603002938,20,17004716,CU1K02726,3664MM121,1,1.00E-06,1800,10000,1800,10000,2500,4,10000,611,ADD060161,GSTAG18,30-08-2017 06:16,"GANGAPUR,RAJASTHAN - 311 801  ",200085,BASKARAN K,C08,TYRE General
336,600,90050,613,603003408,90,17004718,CU1U01111,3664PC085,1,1.00E-06,81,450,81,450,150,3,450,611,ADD058993,GSTAG18,18-09-2017 14:31,"KANGRA,HP - 176 001MOB: 90410 64014 ",200085,BASKARAN K,A24,4W - MFC
337,600,90050,613,603003408,90,17004718,CU1U01111,3664PC085,1,1.00E-06,81,450,81,450,150,3,450,611,ADD058993,GSTAG18,18-09-2017 14:31,"KANGRA,HP - 176 001MOB: 90410 64014 ",200085,BASKARAN K,A24,4W - MFC
338,600,90050,613,603003408,100,17004718,CU1U01111,FRT,1,1.00E-06,1260,7000,1260,7000,7000,1,7000,611,ADD058993,GSTAG18,18-09-2017 14:31,"KANGRA,HP - 176 001MOB: 90410 64014 ",200085,BASKARAN K,A24,4W - MFC
339,600,90050,613,603003408,100,17004718,CU1U01111,FRT,1,1.00E-06,1260,7000,1260,7000,7000,1,7000,611,ADD058993,GSTAG18,18-09-2017 14:31,"KANGRA,HP - 176 001MOB: 90410 64014 ",200085,BASKARAN K,A24,4W - MFC
340,600,90050,613,603003647,20,17004719,CU1E00959,3603IRP00,1,1.00E-06,4368.24,24268,4368.24,24268,24268,1,24268,611,ADD039075,GSTAG18,27-09-2017 06:31,"3522/49A,SECOND FLOORBALAJI MARKET,GALI HAQIM BAQAHAUZ KAZI, DELHI - 110 006",200085,BASKARAN K,L01,Other Industry
341,600,90050,613,603003647,20,17004719,CU1E00959,3603IRP00,1,1.00E-06,4368.24,24268,4368.24,24268,24268,1,24268,611,ADD039075,GSTAG18,27-09-2017 06:31,"3522/49A,SECOND FLOORBALAJI MARKET,GALI HAQIM BAQAHAUZ KAZI, DELHI - 110 006",200085,BASKARAN K,L01,Other Industry
342,600,90040,613,603003657,10,17004668,CU1C02501,S11004,1,1.00E-06,7903.26,43907,7903.26,43907,43907,1,43907,611,ADD044111,GSTAG18,27-09-2017 11:41,"PONGUMOODU, MEDICAL COLLEGETHIRUVANANTHAPURAM - 695011MOB:96455 76221",200085,BASKARAN K,A13,4W Unorganised/General
343,600,90040,613,603003657,10,17004668,CU1C02501,S11004,1,1.00E-06,7903.26,43907,7903.26,43907,43907,1,43907,611,ADD044111,GSTAG18,27-09-2017 11:41,"PONGUMOODU, MEDICAL COLLEGETHIRUVANANTHAPURAM - 695011MOB:96455 76221",200085,BASKARAN K,A13,4W Unorganised/General
344,600,90040,613,603003462,10,17004586,CU1S00015,Z11013,1,1.00E-06,13500,75000,13500,75000,37500,2,75000,611,DA1014127,GSTAG18,20-09-2017 06:31,"(NEAR RAJU GODOWN DEALER)KHASRA NO:30/6,LIBASPUR,DELHI-110 042",200085,BASKARAN K,B02,2W Hero Motocorp
345,600,90040,613,603003462,10,17004586,CU1S00015,Z11013,1,1.00E-06,13500,75000,13500,75000,37500,2,75000,611,DA1014127,GSTAG18,20-09-2017 06:31,"(NEAR RAJU GODOWN DEALER)KHASRA NO:30/6,LIBASPUR,DELHI-110 042",200085,BASKARAN K,B02,2W Hero Motocorp
346,600,90040,613,603003255,10,17004684,CU1E00794,S12102,1,1.00E-06,28080,156000,28080,156000,78000,2,156000,611,ADD060345,GSTAG18,13-09-2017 08:31,"OPP. SIDDHIVINAYAK HERO SHOWROOMPARSHWANTH NAGARMIRAJ,  DIST- SANGLI -416 415",200085,BASKARAN K,A13,4W Unorganised/General
347,600,90040,613,603003255,10,17004684,CU1E00794,S12102,1,1.00E-06,28080,156000,28080,156000,78000,2,156000,611,ADD060345,GSTAG18,13-09-2017 08:31,"OPP. SIDDHIVINAYAK HERO SHOWROOMPARSHWANTH NAGARMIRAJ,  DIST- SANGLI -416 415",200085,BASKARAN K,A13,4W Unorganised/General
348,600,90040,613,603003085,20,17004609,CU1S06947,S12102,1,1.00E-06,175759.74,976443,175759.74,976443,75111,13,976443,611,ADD060215,GSTAG18,05-09-2017 14:16,"110, SILVER HOUSE, MIDC ROAD NO 13NEAR TCS, MAROL, ANDHERI-EASTMUMBAI 400093",200085,BASKARAN K,A01,4W Maruti
349,600,90040,613,603003085,20,17004609,CU1S06947,S12102,1,1.00E-06,175759.74,976443,175759.74,976443,75111,13,976443,611,ADD060215,GSTAG18,05-09-2017 14:16,"110, SILVER HOUSE, MIDC ROAD NO 13NEAR TCS, MAROL, ANDHERI-EASTMUMBAI 400093",200085,BASKARAN K,A01,4W Maruti
350,600,90042,613,603003565,10,17004612,CU1V01750,1199PP002,1,1.00E-06,8100,45000,8100,45000,45000,1,45000,611,ADD060450,GSTAG18,22-09-2017 10:30,"SURVEY NO:874/1,PLOT NO: 5&6MUSUNUR VILLAGEKAVALI,NELLORE (DT)",200085,BASKARAN K,M01,LCV - TATA
351,600,90042,613,603003565,10,17004612,CU1V01750,1199PP002,1,1.00E-06,8100,45000,8100,45000,45000,1,45000,611,ADD060450,GSTAG18,22-09-2017 10:30,"SURVEY NO:874/1,PLOT NO: 5&6MUSUNUR VILLAGEKAVALI,NELLORE (DT)",200085,BASKARAN K,M01,LCV - TATA
352,600,90042,613,603003137,10,17004615,CU1Y00122,9099EL023,1,1.00E-06,17640,98000,17640,98000,98000,1,98000,611,PLC005967,GSTAG18,08-09-2017 10:30,"SUREVEY No.122/123AT POST MEDAD, MORGAON ROADTAL. BARAMATI, DIST. PUNE",200085,BASKARAN K,A02,4W Toyota
353,600,90042,613,603003137,10,17004615,CU1Y00122,9099EL023,1,1.00E-06,17640,98000,17640,98000,98000,1,98000,611,PLC005967,GSTAG18,08-09-2017 10:30,"SUREVEY No.122/123AT POST MEDAD, MORGAON ROADTAL. BARAMATI, DIST. PUNE",200085,BASKARAN K,A02,4W Toyota
354,600,90040,613,603003217,20,17004618,CU1Y00122,S25005,1,1.00E-06,29700,165000,29700,165000,165000,1,165000,611,ADD060302,GSTAG18,12-09-2017 12:31,"SHARAYU TOYOTASURVEY NO. 140/2., TATHAWADEPUNE – 411 033",200085,BASKARAN K,A02,4W Toyota
355,600,90040,613,603003217,20,17004618,CU1Y00122,S25005,1,1.00E-06,29700,165000,29700,165000,165000,1,165000,611,ADD060302,GSTAG18,12-09-2017 12:31,"SHARAYU TOYOTASURVEY NO. 140/2., TATHAWADEPUNE – 411 033",200085,BASKARAN K,A02,4W Toyota
356,600,90040,613,603003518,10,17004620,CU1S05827,S25004,1,1.00E-06,15300,85000,15300,85000,85000,1,85000,611,PLC006874,GSTAG18,21-09-2017 04:31,"No.503,GANGOTRI APARTMENTBLOCK-A,LCT GHATMANIPURA,PATNA - 800 001",200085,BASKARAN K,A04,4W Telco
357,600,90040,613,603003518,10,17004620,CU1S05827,S25004,1,1.00E-06,15300,85000,15300,85000,85000,1,85000,611,PLC006874,GSTAG18,21-09-2017 04:31,"No.503,GANGOTRI APARTMENTBLOCK-A,LCT GHATMANIPURA,PATNA - 800 001",200085,BASKARAN K,A04,4W Telco
358,600,90040,613,603003655,20,17004623,CU1P01287,S47002,1,1.00E-06,5400,30000,5400,30000,30000,1,30000,611,ADD060354,GSTAG18,27-09-2017 10:31,"PLOT NO.14(P),KOKAR INDUSTRIAL AREARANCHI-834001",200085,BASKARAN K,A01,4W Maruti
359,600,90040,613,603003655,20,17004623,CU1P01287,S47002,1,1.00E-06,5400,30000,5400,30000,30000,1,30000,611,ADD060354,GSTAG18,27-09-2017 10:31,"PLOT NO.14(P),KOKAR INDUSTRIAL AREARANCHI-834001",200085,BASKARAN K,A01,4W Maruti
360,600,90042,613,603003295,40,17004636,CU1H00919,FRT,1,1.00E-06,900,5000,900,5000,5000,1,5000,611,ADD060369,GSTAG18,14-09-2017 12:31,"NANDASAN – MEHSANA HIGHWAYNANDASAN,TA.KADIDIST. MEHSANA-382705",200085,BASKARAN K,A13,4W Unorganised/General
361,600,90042,613,603003295,40,17004636,CU1H00919,FRT,1,1.00E-06,900,5000,900,5000,5000,1,5000,611,ADD060369,GSTAG18,14-09-2017 12:31,"NANDASAN – MEHSANA HIGHWAYNANDASAN,TA.KADIDIST. MEHSANA-382705",200085,BASKARAN K,A13,4W Unorganised/General
