Trade Date,Contract Descriptor,Exchange,Action,Qty,Price,Value,Order Ref.,Securities Transaction Tax-STT,Transaction Charges,Stamp Duty,SEBI Turnover Charges,Brokerage,Service Tax On Brokerage,Total Charges
"29-Jan-26","OPT-NIFTY-03-Feb-2026-25300-C-E-I","NSE","Sell","65","161.55","10500.75","#202601292700012571","10.19","3.73","0","0.01","29","5.9","48.83"
"29-Jan-26","OPT-NIFTY-03-Feb-2026-25400-P-E-I","NSE","Sell","130","167.8","21814","#202601292700028824","21.81","7.75","0","0.02","58","11.84","99.42"
"29-Jan-26","OPT-NIFTY-03-Feb-2026-25300-C-E-I","NSE","Buy","65","199.6","12974","#202601292700003148","0","4.61","0.39","0.01","29","6.06","40.07"
"28-Nov-25","OPT-NIFTY-02-Dec-2025-26100-P-E-I","NSE","Buy","375","44.1","16537.5","#202511283700015905","0","5.88","0.76","0.02","145","27.16","178.82"
"28-Nov-25","OPT-NIFTY-02-Dec-2025-26100-P-E-I","NSE","Buy","75","44.1","3307.5","#202511283700015879","0","1.18","0","0","29","5.44","35.62"
"28-Nov-25","OPT-NIFTY-02-Dec-2025-26200-C-E-I","NSE","Sell","75","105","7875","#202511283700015412","8","2.8","0","0.01","29","5.72","45.53"
"28-Nov-25","OPT-NIFTY-02-Dec-2025-26200-C-E-I","NSE","Buy","75","105.85","7938.75","#202511283700015346","0","2.82","0.24","0.01","29","5.72","37.79"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25300-P-E-I","NSE","Buy","195","202.4","39468","#202601282700019168","0","14.01","0","0.03","87","18.18","119.22"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25300-P-E-I","NSE","Sell","195","209.9","40930.5","#202601282700019192","40.93","14.54","0","0.04","87","18.28","160.79"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25400-C-E-I","NSE","Sell","195","179.25","34953.75","#202601282700019090","34.95","12.42","0","0.04","87","17.9","152.31"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25400-C-E-I","NSE","Buy","65","190.25","12366.25","#202601282700018753","0","4.39","0","0.01","29","6.02","39.42"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25400-C-E-I","NSE","Buy","130","200.4","26052","#202601282700017879","0","9.26","1.15","0.03","58","12.12","80.56"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25300-P-E-I","NSE","Buy","65","203.1","13201.5","#202601282700004257","0","4.69","1.85","0.01","29","6.06","41.61"
"28-Jan-26","OPT-NIFTY-03-Feb-2026-25300-P-E-I","NSE","Sell","65","219.9","14293.5","#202601282700004408","14.12","5.08","0","0.01","29","6.14","54.35"
"28-Aug-25","OPT-NIFTY-28-Aug-2025-24550-C-E-I","NSE","Buy","675","40.07","27048.75","#202508283700004752","0","9.62","0.68","0.01","261","48.76","320.07"
"28-Aug-25","OPT-NIFTY-28-Aug-2025-24550-C-E-I","NSE","Sell","675","49.55","33446.25","#202508283700005256","33.45","11.88","0","0.03","261","49.14","355.5"
"28-Aug-25","OPT-NIFTY-28-Aug-2025-24500-P-E-I","NSE","Buy","600","9.6","5760","#202508283700018912","0","2.05","0","0","232","42.12","276.17"
"28-Aug-25","OPT-NIFTY-28-Aug-2025-24500-P-E-I","NSE","Buy","600","8.25","4950","#202508283700019428","0","1.76","0.32","0","232","42.08","276.16"
"28-Aug-25","OPT-NIFTY-28-Aug-2025-24500-P-E-I","NSE","Sell","1200","17.65","21180","#202508283700020082","21.55","7.53","0","0.02","464","84.88","577.98"
"27-Nov-25","OPT-NIFTY-02-Dec-2025-26250-P-E-I","NSE","Buy","75","109","8175","#202511273700012267","0","2.9","0","0.01","29","5.74","37.65"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Buy","260","205.25","53365","#202603272700003654","0","18.96","0","0.05","116","24.3","159.31"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Buy","195","205.4","40053","#202603272700003756","0","14.23","0","0.04","87","18.22","119.49"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Sell","520","229.9","119548","#202603272700011616","120.02","42.48","0","0.11","232","49.42","444.03"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Sell","390","249.9","97461","#202603272700013921","97.45","34.62","0","0.11","174","37.56","343.74"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Buy","130","251.25","32662.5","#202603272700014654","0","11.6","0","0.04","58","12.52","82.16"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Sell","130","280.9","36517","#202603272700016911","36.52","12.97","0","0.04","58","12.78","120.31"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Buy","65","215.3","13994.5","#202603272700003472","0","4.97","0","0.01","29","6.12","40.1"
"27-Mar-26","OPT-NIFTY-30-Mar-2026-22950-P-E-I","NSE","Buy","390","231.25","90187.5","#202603272700013772","0","32.04","7","0.09","174","37.1","250.23"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-25000-C-E-I","NSE","Buy","65","82","5330","#202601272700049123","0","1.89","0.34","0.01","29","5.56","36.8"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-25000-C-E-I","NSE","Sell","130","89.9","11687","#202601272700053910","11.69","4.15","0","0.01","58","11.18","85.03"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-25000-C-E-I","NSE","Buy","65","91","5915","#202601272700048910","0","2.1","0","0.01","29","5.6","36.71"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-24950-C-E-I","NSE","Sell","65","195.25","12691.25","#202601272700010103","12.69","4.51","0","0.01","29","6.04","52.25"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-24950-C-E-I","NSE","Sell","65","181.25","11781.25","#202601272700009601","11.62","4.19","0","0.01","29","5.98","50.8"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-24950-C-E-I","NSE","Buy","65","191.25","12431.25","#202601272700006358","0","4.42","0","0.01","29","6.02","39.45"
"27-Jan-26","OPT-NIFTY-27-Jan-2026-24950-C-E-I","NSE","Buy","65","109.3","7104.5","#202601272700005475","0","2.52","0.66","0.01","29","5.68","37.87"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25300-C-E-I","NSE","Buy","65","111.55","7250.75","#202602272700008439","0","2.58","0.62","0.01","29","5.68","37.89"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25300-C-E-I","NSE","Buy","65","102.6","6669","#202602272700008665","0","2.37","0","0.01","29","5.64","37.02"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25300-C-E-I","NSE","Buy","65","101.75","6613.75","#202602272700009169","0","2.35","0","0.01","29","5.64","37"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25300-C-E-I","NSE","Sell","195","129.9","25330.5","#202602272700010803","25.33","9","0","0.03","87","17.28","138.64"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Buy","130","119.4","15522","#202602272700002056","0","5.52","0","0.02","58","11.44","74.98"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Buy","650","123.4","80210","#202602272700002589","0","28.5","6.38","0.08","290","57.36","382.32"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Buy","130","165.35","21495.5","#202602272700007592","0","7.64","0","0.02","58","11.8","77.46"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Buy","130","164.62","21401.25","#202602272700007564","0","7.6","0","0.02","58","11.8","77.42"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Buy","130","174.9","22737","#202602272700007494","0","8.08","0","0.02","58","11.88","77.98"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Buy","325","173.43","56364.75","#202602272700007318","0","20.03","0","0.05","145","29.7","194.78"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Sell","780","144.9","113022","#202602272700003689","113.42","40.16","0","0.12","348","69.9","571.6"
"27-Feb-26","OPT-NIFTY-02-Mar-2026-25400-P-E-I","NSE","Sell","715","164","117260","#202602272700007738","117.26","41.65","0","0.11","319","64.94","542.96"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","325","136.75","44443.75","#202602262700000649","0","15.79","0","0.04","145","28.96","189.79"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","390","124.76","48655.75","#202602262700000839","0","17.28","0","0.05","174","34.44","225.77"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Sell","715","124.49","89011","#202602262700003535","89.27","31.64","0","0.1","319","63.14","503.15"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","65","132.3","8599.5","#202602262700003918","0","3.06","0","0.01","29","5.78","37.85"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","195","130.3","25408.5","#202602262700003931","0","9.03","0","0.03","87","17.28","113.34"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","195","129.65","25281.75","#202602262700003942","0","8.97","0","0.03","87","17.28","113.28"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Sell","780","109.9","85722","#202602262700009308","85.72","30.46","0","0.09","348","68.14","532.41"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","130","122.7","15951","#202602262700004003","0","5.66","0","0.02","58","11.48","75.16"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Sell","780","115.15","89817","#202602262700004113","89.81","31.91","0","0.09","348","68.4","538.21"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","715","84.15","60167.25","#202602262700007074","0","21.37","10","0.07","319","61.3","411.74"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Sell","715","80","57200","#202602262700008284","57.2","20.32","0","0.06","319","61.08","457.66"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","780","81.18","63323","#202602262700008745","0","22.5","0","0.08","348","66.72","437.3"
"26-Feb-26","OPT-NIFTY-02-Mar-2026-25550-C-E-I","NSE","Buy","195","130.35","25418.25","#202602262700003964","0","9.03","0","0.03","87","17.3","113.36"
"25-Nov-25","OPT-NIFTY-25-Nov-2025-25950-P-E-I","NSE","Buy","450","14.75","6637.5","#202511253700025830","0","2.36","0","0","174","31.76","208.12"
"25-Nov-25","OPT-NIFTY-25-Nov-2025-25950-P-E-I","NSE","Sell","450","19.75","8887.5","#202511253700029325","9","3.16","0","0.01","174","31.9","218.07"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","153.25","9961.25","#202602252700001753","0","3.54","0","0.01","29","5.86","38.41"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","150.55","9785.75","#202602252700001896","0","3.48","0","0.01","29","5.84","38.33"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","147.85","9610.25","#202602252700002066","0","3.41","0","0.01","29","5.84","38.26"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","142.25","9246.25","#202602252700002255","0","3.29","0","0.01","29","5.82","38.12"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Sell","455","175.82","80002","#202602252700004518","80","28.42","0","0.08","203","41.68","353.18"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","151.25","9831.25","#202602252700001642","0","3.49","0","0.01","29","5.86","38.36"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","153.3","9964.5","#202602252700000830","0","3.54","2","0.01","29","5.86","40.41"
"25-Feb-26","OPT-NIFTY-02-Mar-2026-25600-C-E-I","NSE","Buy","65","154.45","10039.25","#202602252700001928","0","3.57","0","0.01","29","5.86","38.44"
"24-Nov-25","OPT-NIFTY-25-Nov-2025-26100-P-E-I","NSE","Buy","75","71.75","5381.25","#202511243700016998","0","1.91","0","0.01","29","5.56","36.48"
"24-Nov-25","OPT-NIFTY-25-Nov-2025-26100-P-E-I","NSE","Sell","75","74.75","5606.25","#202511243700017022","6","1.99","0","0.01","29","5.58","42.58"
"24-Mar-26","OPT-NIFTY-24-Mar-2026-22700-P-E-I","NSE","Buy","390","91.25","35587.5","#202603242700007256","0","12.65","2.87","0.04","174","33.6","223.16"
"24-Mar-26","OPT-NIFTY-24-Mar-2026-22700-P-E-I","NSE","Buy","390","78.82","30738.5","#202603242700007429","0","10.92","0","0.05","174","33.26","218.23"
"24-Mar-26","OPT-NIFTY-24-Mar-2026-22700-P-E-I","NSE","Sell","1170","139.9","163683","#202603242700008926","163.68","58.15","0","0.17","522","104.46","848.46"
"24-Mar-26","OPT-NIFTY-24-Mar-2026-22700-P-E-I","NSE","Buy","390","104.67","40826.5","#202603242700006784","0","14.51","0","0.05","174","33.94","222.5"
"24-Mar-26","OPT-NIFTY-24-Mar-2026-22800-C-E-I","NSE","Buy","65","69.15","4494.75","#202603242700005097","0","1.6","0.13","0","29","5.5","36.23"
"24-Mar-26","OPT-NIFTY-24-Mar-2026-22800-C-E-I","NSE","Sell","65","74.8","4862","#202603242700006008","5.32","1.73","0","0","29","5.54","41.59"
"24-Feb-26","OPT-NIFTY-24-Feb-2026-25600-P-E-I","NSE","Buy","325","86.05","27966.25","#202602242700001723","0","9.93","1.77","0.03","145","27.9","184.63"
"24-Feb-26","OPT-NIFTY-24-Feb-2026-25600-P-E-I","NSE","Buy","195","85.75","16721.25","#202602242700001766","0","5.94","0","0.03","87","16.74","109.71"
"24-Feb-26","OPT-NIFTY-24-Feb-2026-25600-P-E-I","NSE","Buy","195","81.37","15869.75","#202602242700002060","0","5.64","0","0.02","87","16.68","109.34"
"24-Feb-26","OPT-NIFTY-24-Feb-2026-25600-P-E-I","NSE","Sell","845","106.9","90330.5","#202602242700002463","90.45","32.1","0","0.08","377","73.68","573.31"
"24-Feb-26","OPT-ICICIBANK-30-Mar-2026-1360-P-E-S","NSE","Buy","700","10.95","7665","#202602242700017168","0","2.72","0.23","0.01","29","5.72","37.68"
"24-Feb-26","OPT-ICICIBANK-30-Mar-2026-1360-P-E-S","NSE","Sell","700","10.8","7560","#202602242700019972","7.56","2.69","0","0.01","29","5.7","44.96"
"24-Feb-26","OPT-NIFTY-24-Feb-2026-25600-P-E-I","NSE","Buy","65","87.95","5716.75","#202602242700001680","0","2.03","0","0.01","29","5.58","36.62"
"24-Feb-26","OPT-NIFTY-24-Feb-2026-25600-P-E-I","NSE","Buy","65","86.3","5609.5","#202602242700001698","0","1.99","0","0.01","29","5.58","36.58"
"23-May-25","OPT-NIFTY-29-May-2025-24050-P-E-I","NSE","Buy","75","24.65","1848.75","#202505233700005571","0","0.66","0","0","29","5.34","35"
"23-Mar-26","OPT-NIFTY-24-Mar-2026-22650-P-E-I","NSE","Sell","650","229.9","149435","#202603232700004129","148.99","53.1","0","0.13","290","61.8","554.02"
"23-Mar-26","OPT-NIFTY-24-Mar-2026-22650-P-E-I","NSE","Buy","65","191.5","12447.5","#202603232700001839","0","4.42","0","0.01","29","6.02","39.45"
"23-Mar-26","OPT-NIFTY-24-Mar-2026-22650-P-E-I","NSE","Buy","130","202.35","26305.5","#202603232700001941","0","9.35","0","0.03","58","12.12","79.5"
"23-Mar-26","OPT-NIFTY-24-Mar-2026-22650-P-E-I","NSE","Buy","130","197.9","25727","#202603232700002008","0","9.14","0","0.02","58","12.08","79.24"
"23-Mar-26","OPT-NIFTY-24-Mar-2026-22650-P-E-I","NSE","Buy","195","199.25","38853.75","#202603232700002603","0","13.8","4","0.04","87","18.16","123"
"23-Mar-26","OPT-NIFTY-24-Mar-2026-22650-P-E-I","NSE","Buy","130","200.3","26039","#202603232700003231","0","9.25","0","0.03","58","12.1","79.38"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-C-E-I","NSE","Buy","260","106.9","27794","#202602232700006977","0","9.88","0.83","0.03","116","22.66","149.4"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Sell","650","18.4","11960","#202602232700002462","11.96","4.25","0","0.01","290","52.96","359.18"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","260","94.7","24622","#202602232700007682","0","8.74","1.79","0.02","116","22.44","148.99"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","65","84.2","5473","#202602232700007831","0","1.94","0","0.01","29","5.58","36.53"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","65","81.65","5307.25","#202602232700007866","0","1.89","0","0.01","29","5.56","36.46"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","65","79.3","5154.5","#202602232700007889","0","1.83","0","0.01","29","5.56","36.4"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","130","89.55","11641.5","#202602232700009115","0","4.14","0","0.01","58","11.18","73.33"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","130","89.65","11654.5","#202602232700009126","0","4.14","0","0.02","58","11.2","73.36"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Sell","715","109.9","78578.5","#202602232700009465","78.56","27.92","0","0.09","319","62.48","488.05"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25650-C-E-I","NSE","Sell","260","114.9","29874","#202602232700007353","29.88","10.62","0","0.02","116","22.8","179.32"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","650","19.7","12805","#202602232700001679","0","4.54","0.38","0.02","290","53","347.94"
"23-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Sell","650","22","14300","#202602232700001112","14.59","5.08","0","0.01","290","53.12","362.8"
"21-Nov-25","OPT-NIFTY-25-Nov-2025-26100-P-E-I","NSE","Sell","75","119.9","8992.5","#202511213700007438","9","3.2","0","0.01","29","5.8","47.01"
"21-May-25","OPT-NIFTY-22-May-2025-24750-P-E-I","NSE","Buy","150","125.6","18840","#202505213700000977","0","6.69","1","0.02","58","11.64","77.35"
"21-May-25","OPT-NIFTY-22-May-2025-24750-P-E-I","NSE","Sell","150","77.35","11602.5","#202505213700006174","12","4.12","0","0.01","58","11.18","85.31"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Buy","1500","9.9","14850","#202508213700016277","0","5.28","1","0.01","580","105.36","691.65"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Sell","450","3.8","1710","#202508213700018285","1.71","0.61","0","0","174","31.42","207.74"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Sell","1500","3.8","5700","#202508213700018369","5.72","2.02","0","0","580","104.76","692.5"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Sell","900","4.15","3735","#202508213700018813","3.73","1.33","0","0","348","62.88","415.94"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Sell","150","12.05","1807.5","#202508213700016581","1.86","0.64","0","0","58","10.56","71.06"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Buy","750","13.45","10087.5","#202508213700015673","0","3.58","0","0.01","290","52.84","346.43"
"21-Aug-25","OPT-NIFTY-21-Aug-2025-25150-C-E-I","NSE","Buy","750","14.68","11017.5","#202508213700015714","0","3.91","0","0.01","290","52.92","346.84"
"20-Nov-25","OPT-NIFTY-25-Nov-2025-26100-P-E-I","NSE","Buy","75","103.15","7736.25","#202511203700008974","0","2.75","0","0.01","29","5.72","37.48"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Sell","260","177.36","46114.25","#202603202700015836","45.85","16.39","0","0.04","116","23.84","202.12"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Buy","65","206.05","13393.25","#202603202700014962","0","4.76","0","0.01","29","6.08","39.85"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Buy","65","213.35","13867.75","#202603202700014872","0","4.93","0","0.01","29","6.12","40.06"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Buy","65","209.45","13614.25","#202603202700012643","0","4.84","0","0.01","29","6.1","39.95"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Buy","325","238.83","77623","#202603202700002995","0","27.57","5","0.08","145","31.1","208.75"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Sell","390","269.9","105261","#202603202700007930","105.26","37.4","0","0.12","174","38.08","354.86"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Buy","65","251.55","16350.75","#202603202700008425","0","5.81","0","0.02","29","6.26","41.09"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Buy","130","216.2","28106","#202603202700003436","0","9.98","0","0.02","58","12.24","80.24"
"20-Mar-26","OPT-NIFTY-24-Mar-2026-23300-C-E-I","NSE","Sell","65","259.9","16893.5","#202603202700007864","16.89","6","0","0.02","29","6.3","58.21"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","65","55.8","3627","#202602202700008269","0","1.29","0","0","29","5.46","35.75"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","65","60.55","3935.75","#202602202700009082","0","1.4","0","0","29","5.48","35.88"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Buy","195","176.45","34407.75","#202602202700009377","0","12.23","1.61","0.03","87","17.88","118.75"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","65","50.4","3276","#202602202700010965","0","1.16","0","0","29","5.42","35.58"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Sell","195","199.9","38980.5","#202602202700011207","38.98","13.85","0","0.04","87","18.16","158.03"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","65","54.35","3532.75","#202602202700011860","0","1.26","0","0","29","5.44","35.7"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","195","102.85","20055.75","#202602202700001862","0","7.14","0","0.03","87","16.92","111.09"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Sell","65","172","11180","#202602202700013058","11.18","3.97","0","0.01","29","5.94","50.1"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","65","55.35","3597.75","#202602202700013548","0","1.28","0","0","29","5.46","35.74"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Buy","130","169.75","22067.5","#202602202700016126","0","7.84","0","0.02","58","11.84","77.7"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Sell","130","169.25","22002.5","#202602202700016569","22","7.82","0","0.02","58","11.86","99.7"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25350-P-E-I","NSE","Buy","130","63","8190","#202602202700006057","0","2.91","1.39","0.01","58","10.96","73.27"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Sell","130","114.8","14924","#202602202700003969","14.84","5.3","0","0.01","58","11.4","89.55"
"20-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Buy","65","182.25","11846.25","#202602202700012918","0","4.21","0","0.01","29","5.98","39.2"
"19-Mar-26","OPT-NIFTY-24-Mar-2026-23250-P-E-I","NSE","Buy","65","237.7","15450.5","#202603192700006373","0","5.49","0","0.02","29","6.22","40.73"
"19-Mar-26","OPT-NIFTY-24-Mar-2026-23250-P-E-I","NSE","Sell","390","249.9","97461","#202603192700002834","97.21","34.62","0","0.11","174","37.56","343.5"
"19-Mar-26","OPT-NIFTY-24-Mar-2026-23250-P-E-I","NSE","Buy","390","202.61","79020.5","#202603192700002117","0","28.08","5","0.07","174","36.36","243.51"
"19-Mar-26","OPT-NIFTY-24-Mar-2026-23250-P-E-I","NSE","Sell","325","270.08","87779.25","#202603192700007010","87.78","31.2","0","0.1","145","31.72","295.8"
"19-Mar-26","OPT-NIFTY-24-Mar-2026-23250-P-E-I","NSE","Buy","130","231.6","30108","#202603192700006422","0","10.7","0","0.04","58","12.36","81.1"
"19-Mar-26","OPT-NIFTY-24-Mar-2026-23250-P-E-I","NSE","Buy","130","231.25","30062.5","#202603192700006400","0","10.68","0","0.03","58","12.36","81.07"
"19-Jan-26","OPT-NIFTY-20-Jan-2026-26050-C-E-I","NSE","Sell","65","4.4","286","#202601193100004090","0","0.1","0","0","29","5.24","34.34"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Buy","130","115.45","15008.5","#202602192700003595","0","5.33","1.2","0.02","58","11.4","75.95"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Sell","65","115.9","7533.5","#202602192700003138","7.26","2.68","0","0.01","29","5.7","44.65"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Sell","65","113.9","7403.5","#202602192700003666","7.4","2.63","0","0.01","29","5.7","44.74"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Sell","65","107.75","7003.75","#202602192700004036","7","2.49","0","0.01","29","5.66","44.16"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Buy","130","97.7","12701","#202602192700005627","0","4.52","0","0.02","58","11.24","73.78"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Sell","130","99.9","12987","#202602192700005810","12.98","4.62","0","0.02","58","11.28","86.9"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Buy","65","162.25","10546.25","#202602192700013017","0","3.75","0.32","0.01","29","5.9","38.98"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25650-P-E-I","NSE","Sell","65","189.9","12343.5","#202602192700013154","12.34","4.39","0","0.01","29","6.02","51.76"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25800-C-E-I","NSE","Buy","65","118.8","7722","#202602192700002784","0","2.74","0","0.01","29","5.72","37.47"
"19-Feb-26","OPT-NIFTY-24-Feb-2026-25550-C-E-I","NSE","Buy","130","122.3","15899","#202602192700014494","0","5.64","0.48","0.02","58","11.44","75.58"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Sell","300","28.85","8655","#202511183700027198","8.66","3.08","0","0","116","21.44","149.18"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Sell","75","45.25","3393.75","#202511183700026903","3.39","1.21","0","0","29","5.44","39.04"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Buy","75","76.65","5748.75","#202511183700022527","0","2.04","0","0.01","29","5.58","36.63"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Buy","300","79.7","23910","#202511183700022281","0","8.49","0","0.03","116","22.4","146.92"
