Trade Date,Contract Descriptor,Exchange,Action,Qty,Price,Value,Order Ref.,Securities Transaction Tax-STT,Transaction Charges,Stamp Duty,SEBI Turnover Charges,Brokerage,Service Tax On Brokerage,Total Charges
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Sell","375","59.9","22462.5","#202511183700019883","22.46","7.99","0","0.01","145","27.52","202.98"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Buy","375","52.25","19593.75","#202511183700019807","0","6.96","1.09","0.01","145","27.38","180.44"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-C-E-I","NSE","Sell","750","30.1","22575","#202511183700018572","22.49","8.02","0","0.02","290","53.64","374.17"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-C-E-I","NSE","Buy","75","37.9","2842.5","#202511183700004571","0","1.01","0","0","29","5.4","35.41"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-C-E-I","NSE","Buy","225","39.6","8910","#202511183700004021","0","3.17","0","0.01","87","16.24","106.42"
"18-Nov-25","OPT-NIFTY-18-Nov-2025-26000-C-E-I","NSE","Buy","450","40.97","18438.75","#202511183700003404","0","6.55","0.91","0.02","174","32.52","214"
"18-Mar-26","OPT-NIFTY-24-Mar-2026-23600-P-E-I","NSE","Buy","65","185.25","12041.25","#202603182700004244","0","4.28","0","0.01","29","6","39.29"
"18-Mar-26","OPT-NIFTY-24-Mar-2026-23600-P-E-I","NSE","Sell","325","129.28","42012.75","#202603182700012043","42","14.93","0","0.05","145","28.8","230.78"
"18-Mar-26","OPT-NIFTY-24-Mar-2026-23600-P-E-I","NSE","Buy","65","185","12025","#202603182700004520","0","4.27","0","0.01","29","6","39.28"
"18-Mar-26","OPT-NIFTY-24-Mar-2026-23600-P-E-I","NSE","Buy","65","182.7","11875.5","#202603182700004497","0","4.22","0","0.01","29","5.98","39.21"
"18-Mar-26","OPT-NIFTY-24-Mar-2026-23600-P-E-I","NSE","Buy","65","181.3","11784.5","#202603182700004471","0","4.19","2","0.01","29","5.98","41.18"
"18-Mar-26","OPT-NIFTY-24-Mar-2026-23600-P-E-I","NSE","Buy","65","185.2","12038","#202603182700004436","0","4.28","0","0.01","29","6","39.29"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Buy","65","116.25","7556.25","#202602182700001612","0","2.68","0","0.01","29","5.7","37.39"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25750-C-E-I","NSE","Buy","65","110.4","7176","#202602182700007680","0","2.55","0","0.01","29","5.68","37.24"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Sell","65","132","8580","#202602182700007358","8.58","3.05","0","0.01","29","5.78","46.42"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25750-C-E-I","NSE","Buy","65","109.5","7117.5","#202602182700007719","0","2.53","0.43","0.01","29","5.68","37.65"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25750-C-E-I","NSE","Sell","130","114.9","14937","#202602182700007909","14.94","5.31","0","0.01","58","11.4","89.66"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Buy","130","103.8","13494","#202602182700010073","0","4.79","1.57","0.01","58","11.3","75.67"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Sell","130","106.05","13786.5","#202602182700010968","13.79","4.9","0","0.01","58","11.32","88.02"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Buy","65","125.35","8147.75","#202602182700007305","0","2.89","0","0.01","29","5.74","37.64"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Sell","65","139.9","9093.5","#202602182700003253","9.09","3.23","0","0.01","29","5.8","47.13"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Sell","65","127.9","8313.5","#202602182700003132","8.6","2.95","0","0.01","29","5.76","46.32"
"18-Feb-26","OPT-NIFTY-24-Feb-2026-25700-P-E-I","NSE","Buy","65","118.95","7731.75","#202602182700001708","0","2.75","0","0.01","29","5.72","37.48"
"17-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Sell","75","97.25","7293.75","#202511173700005651","7","2.59","0","0.01","29","5.68","44.28"
"17-Nov-25","OPT-NIFTY-18-Nov-2025-26000-P-E-I","NSE","Buy","75","87.1","6532.5","#202511173700004824","0","2.32","0","0.01","29","5.64","36.97"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Sell","1300","1.4","1820","#202603172700019616","1.82","0.64","0","0","580","104.54","687"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Sell","1300","1.4","1820","#202603172700019591","1.82","0.65","0","0","580","104.52","686.99"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.8","3120","#202603172700009989","0","1.11","0","0","290","52.4","343.51"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.25","2762.5","#202603172700015694","0","0.98","0","0","290","52.38","343.36"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.3","2795","#202603172700015665","0","1","0","0","290","52.38","343.38"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.3","2795","#202603172700015651","0","0.99","0","0","290","52.38","343.37"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.35","2827.5","#202603172700015634","0","1","1","0","290","52.38","344.38"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.8","3120","#202603172700010051","0","1.11","0","0","290","52.4","343.51"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.65","3022.5","#202603172700010012","0","1.08","0","0","290","52.4","343.48"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Buy","650","4.8","3120","#202603172700009963","0","1.11","0","0","290","52.4","343.51"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Sell","1300","1.2","1560","#202603172700019640","1.56","0.55","0","0","580","104.5","686.61"
"17-Mar-26","OPT-NIFTY-17-Mar-2026-23200-P-E-I","NSE","Sell","1300","1.4","1820","#202603172700019570","1.8","0.65","0","0","580","104.52","686.97"
"17-Feb-26","OPT-NIFTY-17-Feb-2026-25750-P-E-I","NSE","Buy","130","37.5","4875","#202602172700022984","0","1.73","0.15","0","58","10.76","70.64"
"17-Feb-26","OPT-NIFTY-17-Feb-2026-25750-P-E-I","NSE","Sell","130","13.05","1696.5","#202602172700023141","1.7","0.6","0","0","58","10.54","70.84"
"17-Feb-26","OPT-NIFTY-17-Feb-2026-25550-C-E-I","NSE","Buy","65","65.8","4277","#202602172700002118","0","1.52","0.85","0","29","5.5","36.87"
"17-Feb-26","OPT-NIFTY-17-Feb-2026-25550-C-E-I","NSE","Sell","65","76.45","4969.25","#202602172700002346","4.69","1.77","0","0.01","29","5.54","41.01"
"17-Feb-26","OPT-NIFTY-17-Feb-2026-25550-C-E-I","NSE","Buy","65","116.9","7598.5","#202602172700009894","0","2.7","0","0.01","29","5.7","37.41"
"17-Feb-26","OPT-NIFTY-17-Feb-2026-25550-C-E-I","NSE","Sell","65","147.9","9613.5","#202602172700010664","9.61","3.42","0","0.01","29","5.84","47.88"
"16-Mar-26","OPT-NIFTY-17-Mar-2026-23500-C-E-I","NSE","Sell","1040","31.65","32916","#202603162700006846","33","11.7","0","0.03","464","85.64","594.37"
"16-Feb-26","OPT-ICICIBANK-24-Feb-2026-1380-P-E-S","NSE","Sell","2100","3.9","8190","#202602162700016857","8","2.91","0","0","87","16.2","114.11"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Buy","75","73","5475","#202505153700016057","0","1.95","0","0.01","29","5.58","36.54"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Buy","750","21.25","15937.5","#202505153700020609","0","5.67","1.74","0.02","290","53.24","350.67"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Sell","300","18.85","5655","#202505153700020206","5.65","2","0","0","116","21.26","144.91"
"15-May-25","OPT-NIFTY-15-May-2025-24550-C-E-I","NSE","Buy","75","114.9","8617.5","#202505153700012471","0","3.06","0.26","0.01","29","5.78","38.11"
"15-May-25","OPT-NIFTY-15-May-2025-24550-C-E-I","NSE","Sell","75","131.5","9862.5","#202505153700014098","9.87","3.5","0","0.01","29","5.86","48.24"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Buy","75","99.2","7440","#202505153700015627","0","2.64","0","0.01","29","5.7","37.35"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Sell","750","16.25","12187.5","#202505153700021703","12.19","4.33","0","0.01","290","52.98","359.51"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Sell","150","95.25","14287.5","#202505153700016785","14.29","5.08","0","0.01","58","11.36","88.74"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Buy","150","81","12150","#202505153700017843","0","4.32","0","0.01","58","11.22","73.55"
"15-May-25","OPT-NIFTY-15-May-2025-24650-P-E-I","NSE","Buy","150","38.25","5737.5","#202505153700019566","0","2.04","0","0.01","58","10.8","70.85"
"15-Apr-25","OPT-NIFTY-17-Apr-2025-22750-P-E-I","NSE","Sell","150","17.7","2655","#202504153700004658","3","0.94","0","0","58","10.6","72.54"
"15-Apr-25","OPT-NIFTY-17-Apr-2025-22750-P-E-I","NSE","Buy","75","23","1725","#202504153700003201","0","0.61","0","0","29","5.32","34.93"
